Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2,mal_oriente,best_match_cluster,match_score
15/05/2026 18:01:21,3,Sometimes / أحياناً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Other / أخرى,2–4h,Late night / منتصف الليل,Café / المقهى,Active / نشطة,Less than 5h / أقل من 5 ساعات,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Listening / سمعي,Not yet / ليس بعد,Probably no / ربما لا,تقوم بنفس عامل اساسي ,real,0,0,0.0695819699970235,-0.003946135458279,1,0,0.23490914424442863
15/05/2026 18:18:12,4,Always / دائماً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Late night / منتصف الليل,Library / المكتبة,Active / نشطة,More than 8h / أكثر من 8 ساعات,3,Job market / سوق العمل,I ask the teacher / أسأل الأستاذ أو المعلم,Always / دائماً,A little / قليلاً,Sometimes / أحياناً,Often / غالباً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Often / غالباً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,2–3 times / 2-3 مرات,Very anxious / قلق جداً,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,No idea / لا فكرة,Probably no / ربما لا,Choose ur career soo carefully please 🙏 ,real,3,0,2.814166478276716,-0.2277768459950195,1,3,0.4288390491651502
15/05/2026 18:23:57,3,Rarely / نادراً,Late night / الليل المتأخر,More than 2 hours / أكثر من ساعتين,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Almost none / شبه معدومة,Less than 5h / أقل من 5 ساعات,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"Yes, exactly / نعم، تماماً",Rarely / نادراً,Sometimes / أحياناً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,More than 6h / أكثر من 6 ساعات,Often / غالباً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",لا تضغط على نفسك الدراسة مجرد جزء من الحياة ليست حياتك بأكملها و في نفس الوقت لا تهملها فهي من ستساعدك قليلا في عيش تلك الحياة,real,2,0,-0.4617888665496975,-1.4117653299603528,1,3,0.2157538710591148
15/05/2026 18:44:42,4,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Memory / الحفظ,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,1,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Always / دائماً,Sometimes / أحياناً,Often / غالباً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,1–2h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Often / غالباً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,More than 3 times / أكثر من 3 مرات,Overwhelmed / مرهق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Not yet / ليس بعد,"No, never / لا، أبداً","Prepare before class, and ask without shame if you don’t understand.  
Review a little every day - it’s better than cramming the night before the exam.",real,3,0,3.306006826395356,-0.5268724575892878,1,3,0.4459267808656053
15/05/2026 18:42:03,1,Never / أبداً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Morning / الصباح,Library / المكتبة,Limited / محدودة,7–8h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Never / أبداً,Often / غالباً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Sometimes / أحياناً,Maybe a little / ربما قليلاً,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,1–2h,Never / أبداً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,"Yes, always / نعم، دائماً",More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Visual / بصري,Not yet / ليس بعد,Probably yes / ربما نعم,لا تختر هذا التخصُّص,real,2,0,-1.4427948791380247,0.0581120222440413,1,4,0.1140931023587514
15/05/2026 19:03:33,3,Rarely / نادراً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Other / أخرى,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Rarely / نادراً,2–4h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",توكل على الله، كل شيء يمر بسرعة، ولو واجهتك ضغوطات كن متأكدا أنها ستمر و ستفيدك، لا تستسلم، اعمل جاهدا، لاتؤجل عملك، ابني حلما و تذكره كلما يئست ,real,1,0,-1.7841089063840796,-0.2166890490094763,1,1,0.3081199130954157
15/05/2026 19:10:16,4,Often / غالباً,Early morning / الصباح الباكر,More than 2 hours / أكثر من ساعتين,Creativity / الإبداع,More than 4h / أكثر من 4 ساعات,Morning / الصباح,My room / غرفتي,Limited / محدودة,5–6h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"No, never / لا، أبداً",Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Sometimes / أحياناً,1–2h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",اختر ما تجد فيه راحتك و لا تؤجل عمل اليوم إلى الغذ,real,2,0,-3.72347911225503,-0.0033052767313268,0,2,0.3903410667403545
15/05/2026 19:22:22,4,Sometimes / أحياناً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Communication / التواصل,2–4h,Evening / المساء,Café / المقهى,Active / نشطة,5–6h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,"I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Rarely / نادراً,2–4h,Often / غالباً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,Rarely / نادراً,1–2 days / 1-2 يوم,Better under pressure / أفضل تحت الضغط,Never / أبداً,Very anxious / قلق جداً,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",استغل وقتك في تعلم مهارات جديدة وراجع دروسك قبل الامتحانات ابتعد عن الهاتف وحاول ان تعطي ما لديك في الدراسة ,real,0,0,-1.2488817450633156,-0.7843988777460408,1,0,0.18067275337931105
15/05/2026 19:27:47,2,Always / دائماً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Communication / التواصل,More than 4h / أكثر من 4 ساعات,Evening / المساء,Library / المكتبة,Limited / محدودة,7–8h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,Always / دائماً,Often / غالباً,Never / أبداً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Never / أبداً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Sometimes / أحياناً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Only under extreme pressure / فقط تحت ضغط شديد,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,عليك العمل بجد و اجتهاد للوصول الى المبتغى ,real,4,0,0.1409460297213319,-1.319278463367829,1,4,0.21395383488865086
15/05/2026 21:19:38,3,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Evening / المساء,My room / غرفتي,Almost none / شبه معدومة,7–8h,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"Yes, exactly / نعم، تماماً",Sometimes / أحياناً,Always / دائماً,Often / غالباً,Often / غالباً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Always / دائماً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,Often / غالباً,3–5 days / 3-5 أيام,Same / نفس الشيء,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",Yes / نعم,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Probably no / ربما لا,"Always do your best even when you're tired most importantly, injoy ",real,3,0,2.3164551600000416,1.239570614663391,1,3,0.47954147698763755
15/05/2026 21:25:32,4,Often / غالباً,Evening / المساء,1–2 hours / 1-2 ساعة,Other / أخرى,1–2h,Late night / منتصف الليل,My room / غرفتي,Limited / محدودة,7–8h,5,Passion / شغف,I ask a classmate / أسأل زميلاً,Often / غالباً,Quite often / غالباً,Rarely / نادراً,Rarely / نادراً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,1–2h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",اختر المجال الدراسي الذي يعجبك مهما كان و لا تنهك نفسك في كثرة الافكار بل فكر في اشياء ايجابية اتجاه مستقبلك فانت من تحدده ,real,0,0,-1.261133992185439,1.2298990613081622,0,0,0.5048706503263962
15/05/2026 21:43:54,4,Always / دائماً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Other / أخرى,More than 4h / أكثر من 4 ساعات,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,Less than 5h / أقل من 5 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً",I even hide it from myself / أخفي حتى عن نفسي,"Yes, always / نعم، دائماً",Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Never / أبداً,4–6h,Never / أبداً,Pressure motivates me / الضغط يحفزني,Never / أبداً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",No / لا,Listening / سمعي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",Love what you do to do what you love,real,0,0,-1.4292198556486095,2.143555648242359,0,3,0.2098988150384231
15/05/2026 22:11:17,3,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Other / أخرى,2–4h,Morning / الصباح,My room / غرفتي,Limited / محدودة,7–8h,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,Quite often / غالباً,Sometimes / أحياناً,Often / غالباً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Always / دائماً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,More than 6h / أكثر من 6 ساعات,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Overwhelmed / مرهق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Probably no / ربما لا,اعمل بجد ,real,3,0,2.566884769329602,2.5989574113285867,1,3,0.5154368524994161
