Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2
19/05/2026 00:11:25,3,Often / غالباً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Problem solving / حل المشكلات,2–4h,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,5–6h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"Yes, exactly / نعم، تماماً",Sometimes / أحياناً,Rarely / نادراً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,1–2h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Rarely / نادراً,1–2 days / 1-2 يوم,Same / نفس الشيء,Never / أبداً,Overwhelmed / مرهق,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Visual / بصري,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,خليها فيد الله,real,1,0,0.3103384392936919,0.5486279319687551
19/05/2026 13:55:03,3,Sometimes / أحياناً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Other / أخرى,Less than 1h / أقل من ساعة,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,5–6h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,Rarely / نادراً,Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Rarely / نادراً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Rarely / نادراً,2–4h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,Never / أبداً,Very anxious / قلق جداً,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Not sure / غير متأكد,ابدأ أول بأول من بداية السنة الدراسية لتجنب تراكم المواد,real,1,0,2.0158356235349637,-1.1678893549015001
19/05/2026 15:50:13,5,Rarely / نادراً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,2–4h,Morning / الصباح,My room / غرفتي,Active / نشطة,7–8h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Often / غالباً,Less than 1h / أقل من ساعة,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,3–5 days / 3-5 أيام,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",لا تضيع عامك لأول بلهو ولعب لأن لعام تاني أكيد ستكون تعودت على راحة وستجد صعوبة في نهوض من جديد فبدأ بحماس من لعام لأول ، بالتوفيق .,real,0,0,-2.0084882917788747,2.1914188330761317
05/06/2026 16:32:31,4,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,1–2h,Morning / الصباح,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,Quite often / غالباً,Sometimes / أحياناً,Rarely / نادراً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Often / غالباً,1–2h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Rarely / نادراً,Often / غالباً,3–5 days / 3-5 أيام,Same / نفس الشيء,Once / مرة واحدة,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",No / لا,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",Choose your passion before your field of study.,real,2,0,-2.263709979578885,1.6511939711785102
06/06/2026 11:18:16,5,Always / دائماً,Late night / الليل المتأخر,Less than 30 min / أقل من 30 دقيقة,Creativity / الإبداع,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Limited / محدودة,Less than 5h / أقل من 5 ساعات,2,Family pressure / ضغط عائلي,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Always / دائماً,"Yes, exactly / نعم، تماماً",Always / دائماً,Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,Almost all the time / تقريباً طوال الوقت,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Never / أبداً,More than 6h / أكثر من 6 ساعات,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,It is my default mode / إنه نمطي الافتراضي,Sometimes / أحياناً,1–2 days / 1-2 يوم,Better under pressure / أفضل تحت الضغط,2–3 times / 2-3 مرات,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably no / ربما لا,"الدراسة ليست كل شيء ........هنالك ما هو اهم 
",real,3,0,3.6185737062249728,0.4103149107496716
06/06/2026 11:45:03,4,Rarely / نادراً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,1–2h,Afternoon / بعد الظهر,Café / المقهى,Limited / محدودة,5–6h,3,Family pressure / ضغط عائلي,I ask a classmate / أسأل زميلاً,Often / غالباً,A little / قليلاً,Often / غالباً,Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Often / غالباً,"Yes, they all seem at ease / نعم، يبدو أنهم جميعاً مرتاحون",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,4–6h,Always / دائماً,I often ignore them / أتجاهلها غالباً,Rarely / نادراً,"Yes, always / نعم، دائماً",1–2 days / 1-2 يوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,Keep goin and never give up ,real,1,-1,0.7504767007870119,-1.7774512400586433
06/06/2026 11:46:50,3,Rarely / نادراً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Critical thinking / التفكير النقدي,2–4h,Late night / منتصف الليل,Café / المقهى,Limited / محدودة,7–8h,3,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,Quite often / غالباً,Sometimes / أحياناً,Often / غالباً,It is my usual behavior / إنه سلوكي المعتاد,Often / غالباً,I even hide it from myself / أخفي حتى عن نفسي,"No, never / لا، أبداً",Never / أبداً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Often / غالباً,1–2h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,2–3 times / 2-3 مرات,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Listening / سمعي,Not yet / ليس بعد,Probably no / ربما لا,ادرس جيدا ,real,4,0,-0.3689953680345813,0.06640248750800849
06/06/2026 12:34:00,4,Sometimes / أحياناً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Communication / التواصل,More than 4h / أكثر من 4 ساعات,Late night / منتصف الليل,Study group / مجموعة دراسية,Almost none / شبه معدومة,7–8h,3,Passion / شغف,I ask a classmate / أسأل زميلاً,Sometimes / أحياناً,A little / قليلاً,Sometimes / أحياناً,Rarely / نادراً,Sometimes / أحياناً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Rarely / نادراً,4–6h,Never / أبداً,Pressure motivates me / الضغط يحفزني,Never / أبداً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد","Don't take people's opinions into account. Choose the field you want and believe in, and work hard at it",real,2,0,-2.6261682074449424,-0.3656713186486808
06/06/2026 12:36:38,1,Never / أبداً,Late night / الليل المتأخر,More than 2 hours / أكثر من ساعتين,Other / أخرى,More than 4h / أكثر من 4 ساعات,Late night / منتصف الليل,Study group / مجموعة دراسية,Almost none / شبه معدومة,More than 8h / أكثر من 8 ساعات,1,No clear reason / لا سبب واضح,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Always / دائماً,"Yes, exactly / نعم، تماماً",Always / دائماً,Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,Almost all the time / تقريباً طوال الوقت,I even hide it from myself / أخفي حتى عن نفسي,"Yes, always / نعم، دائماً",Always / دائماً,"Yes, I am the only one suffering / نعم، أنا الوحيد الذي يعاني","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Never / أبداً,More than 6h / أكثر من 6 ساعات,Always / دائماً,I often ignore them / أتجاهلها غالباً,It is my default mode / إنه نمطي الافتراضي,"Yes, always / نعم، دائماً",Same day / نفس اليوم,Only under extreme pressure / فقط تحت ضغط شديد,More than 3 times / أكثر من 3 مرات,Overwhelmed / مرهق,No / لا,No / لا,Hands-on / عملي تطبيقي,No idea / لا فكرة,"No, never / لا، أبداً",عليك العمل بجد و اجتهاد للوصول الى المبتغى ,real,3,0,6.121532462409689,-2.4491831468713903
synthetic,5,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Other / أخرى,Less than 1h / أقل من ساعة,Afternoon / بعد الظهر,Library / المكتبة,Limited / محدودة,5–6h,4,Passion / شغف,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,"No, I am always honest / لا، أنا صريح/صريحة دائماً","Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Often / غالباً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Sometimes / أحياناً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,4–6h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Not sure / غير متأكد,Always follow your passion ,synthetic,0,0,-0.1032895508202118,0.3379689461787657
synthetic,3,Always / دائماً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Other / أخرى,More than 4h / أكثر من 4 ساعات,Late night / منتصف الليل,Library / المكتبة,Active / نشطة,7–8h,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Often / غالباً,Often / غالباً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"Yes, always / نعم، دائماً",1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,"استغل وقتك بالمراجعة و دائما اختار التخصص الذي يناسبك لا الذي سمعت عنه
",synthetic,1,0,0.6110349619232968,1.5673034153495258
synthetic,5,Rarely / نادراً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Other / أخرى,More than 4h / أكثر من 4 ساعات,Evening / المساء,Library / المكتبة,Limited / محدودة,Less than 5h / أقل من 5 ساعات,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Rarely / نادراً,Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Never / أبداً,Less than 1h / أقل من ساعة,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",Be yourself and don’t try to change who you are just to fit different situations or please other people.,synthetic,4,0,-1.641316104308628,0.3675253226245609
